,Avg_RMSE_brain,Avg_SSIM_brain,Avg_PSNR_brain,Avg_RMSE_bone,Avg_SSIM_bone,Avg_PSNR_bone
FBP,14.837052345275879,0.7117671379893348,6.9968162438625825,99.66092681884766,0.8086833340472365,28.563939548962725
MBIR,12.131583213806152,0.7267711730992296,8.070027635381482,108.84601593017578,0.8455515952552023,25.476530392243284
DLR,6.847256660461426,0.8102371985489429,12.595329005241108,64.09333038330078,0.929911006639423,37.49301936074004
